Step,numberOfAcceptedPeleSteps,currentEnergy,bindingEnergy,ligandSASA,ligandRMSD,H38_OG-L1_C3,H38_OG-L1_C7,H38_OG-L1_C10,H38_HG-H175_ND1,H175_HE2-H40_OE2,H175_HE2-H40_OE1,epoch,trajectory,Cluster
5,2,-3352.04,-16.382,0.438982,6.28017,6.89211,7.27072,6.41155,6.41155,4.41873,3.06526,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_6.xtc,4
0,0,-3522.58,-4.81505,0.530492,5.94186,3.91426,6.73869,7.1757,3.88784,11.9163,9.8735,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_7.xtc,-
3,1,-3534.78,-12.3793,0.418776,6.17047,6.92231,5.61383,3.44329,4.91102,11.9813,10.0272,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_7.xtc,0
7,2,-3536.2,-10.3815,0.387364,5.76902,4.39454,6.78725,6.86228,3.86784,11.899,9.92126,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_7.xtc,0
0,0,-3438.27,-14.9792,0.346293,6.05235,5.85476,3.87248,5.24643,5.0422,3.553,1.65587,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_8.xtc,-
0,0,-3448.32,-16.4446,0.37343,4.86328,6.64215,4.59403,3.76177,6.0614,3.59825,1.56323,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_9.xtc,-
1,1,-3451.32,-17.6174,0.427517,4.75103,4.01983,3.93249,5.15236,5.2115,3.46175,1.4553,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_9.xtc,0
3,2,-3454.2,-16.5904,0.412111,5.79044,4.01492,7.10976,7.80051,4.24385,3.44368,1.45437,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_9.xtc,3
0,0,-3443.78,-7.72211,0.561008,7.73587,6.52417,5.54066,3.53528,6.28097,3.5837,1.514,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,-
1,1,-3449.02,-13.495,0.592896,6.62076,4.08681,7.10165,4.07222,5.04301,3.49424,1.54309,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,1
3,2,-3448.27,-10.9043,0.492044,5.99527,3.31789,5.77498,6.93047,5.17463,3.41614,1.59002,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,4
4,3,-3446.84,-9.1193,0.589169,6.44624,3.33154,7.49213,5.59177,5.20643,3.48487,1.57118,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,1
8,4,-3452.31,-8.32403,0.540964,6.43249,4.79514,5.61762,5.57527,5.17977,3.51167,1.54521,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,2
10,5,-3442.96,1.2407,0.608113,7.13866,6.88946,4.64399,3.37788,5.21513,3.50226,1.49877,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,4
11,6,-3443.07,-16.1384,0.445141,5.9973,4.04111,3.91432,6.58227,5.06244,3.1748,1.43867,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,2
12,7,-3438.33,-9.13985,0.509525,5.6349,4.36624,4.56786,4.4239,5.42883,3.48496,1.47658,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,0
13,8,-3435.52,-14.1797,0.469491,5.76315,2.97895,4.97526,6.6037,4.3396,3.27607,1.62328,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,2
15,9,-3446.13,-9.90935,0.504058,5.02157,5.096,5.11814,5.59744,2.19171,4.09337,1.99301,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_10.xtc,2
0,0,-3492.81,-5.16086,0.581298,7.50707,7.66048,4.3592,5.77804,5.74009,3.63303,1.43809,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,-
1,1,-3519.86,-4.98282,0.630423,7.7335,6.75142,5.88568,5.57492,5.67475,3.50512,1.47986,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,4
2,2,-3522.06,-4.96074,0.577123,7.15965,6.43785,5.81339,6.94157,5.65351,3.48098,1.46203,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,2
3,3,-3525.73,-5.9969,0.659108,6.8879,6.7035,7.11517,4.09888,5.74802,3.37859,1.56852,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,4
4,4,-3532.94,-8.63479,0.616539,6.74661,8.76933,6.16851,4.52167,5.66275,3.44249,1.53561,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,4
6,5,-3529.52,-5.23742,0.679067,5.87639,7.91098,7.9761,6.5462,5.70194,3.42795,1.52186,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,2
8,6,-3530.46,-4.34547,0.663164,4.78417,4.76477,9.08227,7.28089,5.68177,3.40979,1.51252,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,0
10,7,-3533.27,-4.3771,0.74877,6.48396,7.18173,9.08979,7.39757,5.57116,3.35989,1.50897,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,0
12,8,-3536.15,-7.34009,0.608149,5.76074,6.68222,9.00274,4.48353,5.33845,3.16694,1.56849,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,0
13,9,-3537.41,-6.69649,0.682793,5.5247,4.99307,9.4736,8.80028,5.38642,3.0308,1.56948,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,0
14,10,-3540.17,-7.9785,0.6573,5.90798,6.31728,10.0898,4.90077,5.23473,3.27829,1.56074,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,4
15,11,-3539.11,-8.78016,0.674933,6.12918,7.32664,9.21332,8.68108,5.45519,3.58514,1.48328,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_11.xtc,4
0,0,-3498.91,-6.19503,0.449281,4.86157,3.70926,5.44753,6.41139,4.84319,3.79104,1.61707,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_12.xtc,-
1,1,-3534.34,-21.6378,0.352004,4.63738,4.78429,6.17463,3.51051,5.1786,3.76253,1.57828,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_12.xtc,0
7,2,-3537.48,-16.7904,0.395932,5.25958,5.70026,5.18691,3.15583,6.06424,3.82579,1.61328,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_12.xtc,0
9,3,-3541.42,-20.9438,0.349962,5.2719,4.67962,5.78848,3.19515,5.36734,3.73229,1.60579,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_12.xtc,0
0,0,-3493.48,-1.89981,0.458157,6.82705,4.79589,6.51902,3.95339,4.04655,3.4601,1.52859,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_13.xtc,-
1,1,-3525.78,-14.0289,0.420221,6.47549,3.32911,7.10027,4.69456,3.30016,3.49465,1.36347,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_13.xtc,1
11,2,-3529.72,-12.9096,0.484702,6.22002,5.11207,3.56386,6.44294,4.54641,3.8541,1.62629,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_13.xtc,4
0,0,-3436.85,-7.14047,0.597041,6.40527,3.94058,7.94714,6.92962,6.4768,6.65981,7.04416,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,-
1,1,-3446.38,-6.35292,0.543492,5.29202,8.12255,5.20621,5.13379,6.31705,6.7246,6.96814,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
3,2,-3446.89,-3.8048,0.643652,5.85905,9.64864,4.4053,6.73234,6.35694,6.66349,6.98232,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
4,3,-3448.28,-5.70525,0.622362,5.7498,9.00187,6.11378,8.46599,6.23243,6.50148,7.02178,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
5,4,-3445.48,-4.00273,0.582108,6.12554,10.9327,5.54571,7.59419,6.22029,6.46834,6.99627,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
8,5,-3444.09,-4.96793,0.634399,6.41197,9.74192,8.69699,4.90341,6.09043,6.25843,7.16091,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
9,6,-3440.44,-4.23563,0.64306,7.17376,6.99236,10.2157,6.99254,6.12464,6.34666,6.89628,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,3
10,7,-3443.96,-3.58421,0.57544,7.0598,9.23542,8.87468,5.54016,6.1885,6.31966,7.00706,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,4
12,8,-3444.8,-5.48429,0.602973,6.86765,9.22783,7.91836,6.42982,6.10426,6.19257,7.11794,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
13,9,-3441.61,-5.99167,0.44534,6.25418,9.4536,6.23514,6.39288,6.19005,6.34753,6.93442,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_14.xtc,0
0,0,-3354.79,-11.5593,0.466916,3.23636,7.08348,7.98912,7.57618,6.00681,4.34135,2.89201,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,-
4,1,-3356.12,-13.863,0.420635,3.87151,7.22939,8.28124,9.11154,5.99592,4.33004,2.84606,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,3
8,2,-3352.6,-6.00451,0.393969,3.19712,7.68282,8.44164,8.07832,5.99441,4.33136,2.83419,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,0
9,3,-3351.66,-15.7684,0.412152,4.09623,6.26841,9.66078,6.09568,5.98898,4.45796,3.05646,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,0
11,4,-3361.02,-11.8473,0.506582,6.1168,7.15757,7.93937,6.78655,5.94387,4.48909,3.08633,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,4
12,5,-3401.66,-2.7109,0.395312,5.60637,9.11789,8.18678,4.5052,5.98488,4.4659,3.06356,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,0
13,6,-3427.85,-20.0473,0.375406,5.12191,9.12594,8.12616,4.42673,4.56962,4.45229,3.02252,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,0
15,7,-3442.65,-15.2484,0.398313,3.75365,7.5506,7.12092,7.50499,6.03737,4.43243,2.98236,9,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/9/trajectory_15.xtc,3
0,0,-3434.41,-8.36623,0.458815,6.47845,7.49633,4.58525,9.07287,6.24679,1.55708,3.61583,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,-
2,1,-3448.83,-5.7518,0.473484,6.20694,7.55777,5.6218,9.63772,6.23313,1.55027,3.61579,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,4
4,2,-3441.09,1.91928,0.428797,7.04271,10.0378,5.09971,8.06236,6.23591,1.55184,3.61438,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,3
6,3,-3472.33,-8.95222,0.434594,6.20078,10.0234,5.60106,7.55331,6.23649,1.55377,3.61267,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,3
7,4,-3484.1,-15.9427,0.444677,6.62871,10.0236,7.14468,6.08248,5.65531,1.6445,3.65594,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,3
8,5,-3487.53,0.259591,0.410174,5.789,7.27051,10.7351,6.62698,5.69828,1.48608,3.61715,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,1
9,6,-3499.17,-10.8969,0.443451,5.97837,7.63211,7.39407,7.17119,5.61571,1.41921,3.47295,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,3
11,7,-3499.97,-13.1768,0.482403,6.06581,10.0999,6.37551,4.74748,5.60997,1.41153,3.46326,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,0
12,8,-3506.2,-4.35248,0.583805,6.62338,7.11039,10.3896,5.85192,5.63868,1.50265,3.51854,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_1.xtc,1
0,0,-3500.96,-13.8479,0.455026,5.77503,6.37829,9.22558,8.19772,6.09546,3.39666,1.49282,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_2.xtc,-
1,1,-3507.44,-16.0588,0.355606,5.29215,6.0233,5.3673,8.20841,6.18259,3.37236,1.5175,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_2.xtc,2
3,2,-3504.21,-19.1528,0.384025,5.4119,3.33364,7.59403,6.05502,6.02109,3.42059,1.56271,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_2.xtc,1
7,3,-3508.95,-20.8099,0.367899,5.59058,3.51623,7.95106,7.38729,6.03552,3.42723,1.5595,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_2.xtc,1
0,0,-3498.55,-15.9585,0.38365,5.87846,5.95411,9.4999,8.60797,6.30267,1.49,3.44635,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_3.xtc,-
3,1,-3500.37,-14.258,0.4477,5.75881,8.19602,9.03374,4.78713,6.28461,3.79334,1.62881,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_3.xtc,2
4,2,-3511.09,-10.0445,0.502782,5.80285,4.71116,8.1626,7.3091,6.29126,3.80162,1.68642,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_3.xtc,2
8,3,-3510.4,-7.73802,0.437129,6.12353,5.82275,3.82853,6.66807,6.26268,3.73986,1.59599,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_3.xtc,2
9,4,-3507.3,-17.6347,0.344013,4.38652,4.02498,5.73294,5.4348,6.19484,3.43747,1.54038,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_3.xtc,3
0,0,-3503.48,-4.26153,0.486214,5.09982,8.82977,9.73525,4.93244,6.21993,1.6131,3.45556,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_4.xtc,-
2,1,-3516.69,-14.2953,0.476936,6.49294,11.1158,6.45833,7.54575,6.23462,1.63397,3.46063,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_4.xtc,2
0,0,-3498.69,-11.6454,0.50317,6.63962,4.82441,10.0964,9.07148,6.13346,3.39146,1.44779,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,-
1,1,-3503.62,-8.80656,0.419284,5.80995,6.29338,7.47158,4.65181,6.22773,3.32708,1.62693,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,0
2,2,-3502.24,-4.28554,0.478777,6.3455,6.14864,6.47922,3.51552,6.2256,3.37879,1.63644,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,4
3,3,-3505.85,-12.0638,0.489455,5.73122,3.9745,7.20354,5.61571,6.17686,3.3596,1.55458,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,2
4,4,-3511.43,-8.77654,0.619854,6.5068,7.26123,6.90885,5.40484,6.35944,3.53373,1.56956,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,2
5,5,-3510.03,-6.12465,0.604095,7.03199,6.90732,8.72755,4.30362,6.22524,3.67793,1.80989,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,0
6,6,-3521.6,-6.79249,0.512553,6.5727,7.07183,9.6752,5.25832,6.30685,3.42219,1.47315,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,4
8,7,-3530.46,-7.69408,0.552604,6.37228,5.08778,9.2598,6.23067,6.36735,3.54552,1.54369,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,1
10,8,-3533.92,-8.92427,0.476507,5.38209,4.11635,8.40274,5.54707,6.3278,3.58202,1.55584,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_5.xtc,2
0,0,-3500.54,-12.4613,0.481908,6.63884,8.58796,10.1605,5.80514,6.12099,3.34679,1.46591,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_6.xtc,-
1,1,-3506.5,-16.1046,0.394927,5.4268,6.15164,11.1033,7.74155,6.10327,3.37454,1.47589,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_6.xtc,2
6,2,-3515.48,-10.1442,0.463058,5.26593,6.6686,11.0602,6.68032,6.2353,3.48439,1.50346,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_6.xtc,2
8,3,-3525.15,-11.0741,0.478807,5.71399,7.04525,11.5175,7.4152,6.24537,3.51468,1.53349,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_6.xtc,1
0,0,-3450.55,-9.32752,0.56274,6.65044,3.80137,4.77934,7.61759,5.78267,3.48197,1.4716,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,-
1,1,-3452.44,-5.37681,0.608558,7.04541,7.32121,4.05661,7.94934,5.75464,3.43861,1.47268,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,4
2,2,-3454.43,-5.58694,0.571996,5.26946,5.21685,5.65394,7.41048,5.81562,3.45869,1.47861,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,2
4,3,-3456.38,-3.56065,0.624452,5.89278,6.12801,5.83285,8.56885,5.98595,3.53051,1.48617,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,3
6,4,-3470.09,-8.02806,0.57606,6.38285,8.21329,3.59656,7.51396,5.8638,3.57711,1.52148,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,2
8,5,-3473.6,-6.33738,0.622037,6.08643,7.36515,4.30667,7.5199,5.8621,3.6175,1.54768,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,0
10,6,-3484.77,-6.94583,0.554751,5.92492,6.32267,3.9513,7.73872,5.85711,3.63071,1.55939,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,3
11,7,-3500.02,-3.21315,0.573944,5.78762,6.60509,4.86702,7.88455,4.78358,5.37881,3.41386,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_7.xtc,0
0,0,-3430.64,-14.0923,0.446674,5.76403,2.97735,4.97426,6.60649,4.3402,3.28119,1.62099,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,-
1,1,-3446.09,-10.5805,0.492146,4.74077,5.25621,5.7117,6.09336,4.44644,3.34215,1.34988,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,3
2,2,-3443.92,-7.59831,0.526095,5.36126,5.30522,5.50348,5.24398,4.49372,3.33157,1.44445,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,3
7,3,-3444.08,-9.40038,0.546674,6.78333,8.20739,4.4707,5.40558,4.03762,3.30643,1.52394,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,0
8,4,-3447.6,-7.54151,0.530759,6.30147,7.39529,4.46345,4.05857,4.13749,3.41118,1.50721,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,0
9,5,-3447.69,-9.82921,0.601431,5.97105,6.75518,4.57558,6.82848,4.06448,3.36888,1.56815,10,/dataweb/user_files/mmunicoy/ifr/FraCm2_GRP/induced_fit_refinement/6_adaptive_pele_simulation/complex_2/output/10/trajectory_8.xtc,3
